fips,county,state,country,population
0,0,0,US,329466283
1,0,Alabama,US,4903185
2,0,Alaska,US,731545
4,0,Arizona,US,7278717
5,0,Arkansas,US,3017804
6,0,California,US,39512223
8,0,Colorado,US,5758736
9,0,Connecticut,US,3565287
10,0,Delaware,US,973764
11,0,District of Columbia,US,705749
12,0,Florida,US,21477737
13,0,Georgia,US,10617423
15,0,Hawaii,US,1415872
16,0,Idaho,US,1787065
17,0,Illinois,US,12671821
18,0,Indiana,US,6732219
19,0,Iowa,US,3155070
20,0,Kansas,US,2913314
21,0,Kentucky,US,4467673
22,0,Louisiana,US,4648794
23,0,Maine,US,1344212
24,0,Maryland,US,6045680
25,0,Massachusetts,US,6892503
26,0,Michigan,US,9986857
27,0,Minnesota,US,5639632
28,0,Mississippi,US,2976149
29,0,Missouri,US,6137428
30,0,Montana,US,1068778
31,0,Nebraska,US,1934408
32,0,Nevada,US,3080156
33,0,New Hampshire,US,1359711
34,0,New Jersey,US,8882190
35,0,New Mexico,US,2096829
36,0,New York,US,19453561
37,0,North Carolina,US,10488084
38,0,North Dakota,US,762062
39,0,Ohio,US,11689100
40,0,Oklahoma,US,3956971
41,0,Oregon,US,4217737
42,0,Pennsylvania,US,12801989
44,0,Rhode Island,US,1059361
45,0,South Carolina,US,5148714
46,0,South Dakota,US,884659
47,0,Tennessee,US,6829174
48,0,Texas,US,28995881
49,0,Utah,US,3205958
50,0,Vermont,US,623989
51,0,Virginia,US,8535519
53,0,Washington,US,7614893
54,0,West Virginia,US,1792147
55,0,Wisconsin,US,5822434
56,0,Wyoming,US,578759
60,0,American Samoa,US,55641
66,0,Guam,US,164229
69,0,Northern Mariana Islands,US,55144
72,0,Puerto Rico,US,3193694
78,0,Virgin Islands,US,107268
1001,Autauga,Alabama,US,55869
1003,Baldwin,Alabama,US,223234
1005,Barbour,Alabama,US,24686
1007,Bibb,Alabama,US,22394
1009,Blount,Alabama,US,57826
1011,Bullock,Alabama,US,10101
1013,Butler,Alabama,US,19448
1015,Calhoun,Alabama,US,113605
1017,Chambers,Alabama,US,33254
1019,Cherokee,Alabama,US,26196
1021,Chilton,Alabama,US,44428
1023,Choctaw,Alabama,US,12589
1025,Clarke,Alabama,US,23622
1027,Clay,Alabama,US,13235
1029,Cleburne,Alabama,US,14910
1031,Coffee,Alabama,US,52342
1033,Colbert,Alabama,US,55241
1035,Conecuh,Alabama,US,12067
1037,Coosa,Alabama,US,10663
1039,Covington,Alabama,US,37049
1041,Crenshaw,Alabama,US,13772
1043,Cullman,Alabama,US,83768
1045,Dale,Alabama,US,49172
1047,Dallas,Alabama,US,37196
1049,DeKalb,Alabama,US,71513
1051,Elmore,Alabama,US,81209
1053,Escambia,Alabama,US,36633
1055,Etowah,Alabama,US,102268
1057,Fayette,Alabama,US,16302
1059,Franklin,Alabama,US,31362
1061,Geneva,Alabama,US,26271
1063,Greene,Alabama,US,8111
1065,Hale,Alabama,US,14651
1067,Henry,Alabama,US,17205
1069,Houston,Alabama,US,105882
1071,Jackson,Alabama,US,51626
1073,Jefferson,Alabama,US,658573
1075,Lamar,Alabama,US,13805
1077,Lauderdale,Alabama,US,92729
1079,Lawrence,Alabama,US,32924
1081,Lee,Alabama,US,164542
1083,Limestone,Alabama,US,98915
1085,Lowndes,Alabama,US,9726
1087,Macon,Alabama,US,18068
1089,Madison,Alabama,US,372909
1091,Marengo,Alabama,US,18863
1093,Marion,Alabama,US,29709
1095,Marshall,Alabama,US,96774
1097,Mobile,Alabama,US,413210
1099,Monroe,Alabama,US,20733
1101,Montgomery,Alabama,US,226486
1103,Morgan,Alabama,US,119679
1105,Perry,Alabama,US,8923
1107,Pickens,Alabama,US,19930
1109,Pike,Alabama,US,33114
1111,Randolph,Alabama,US,22722
1113,Russell,Alabama,US,57961
1115,St. Clair,Alabama,US,89512
1117,Shelby,Alabama,US,217702
1119,Sumter,Alabama,US,12427
1121,Talladega,Alabama,US,79978
1123,Tallapoosa,Alabama,US,40367
1125,Tuscaloosa,Alabama,US,209355
1127,Walker,Alabama,US,63521
1129,Washington,Alabama,US,16326
1131,Wilcox,Alabama,US,10373
1133,Winston,Alabama,US,23629
2013,Aleutians East,Alaska,US,3337
2016,Aleutians West,Alaska,US,5634
2020,Anchorage,Alaska,US,288000
2050,Bethel,Alaska,US,18386
2060,Bristol Bay,Alaska,US,836
2063,Chugach,Alaska,US,6751
2066,Copper River,Alaska,US,2699
2068,Denali,Alaska,US,2097
2070,Dillingham,Alaska,US,4916
2090,Fairbanks North Star,Alaska,US,96849
2100,Haines,Alaska,US,2530
2105,Hoonah-Angoon,Alaska,US,2148
2110,Juneau,Alaska,US,31974
2122,Kenai Peninsula,Alaska,US,58708
2130,Ketchikan Gateway,Alaska,US,13901
2150,Kodiak Island,Alaska,US,12998
2158,Kusilvak,Alaska,US,8314
2164,Bristol Bay plus Lake and Peninsula,Alaska,US,2428
2170,Matanuska-Susitna,Alaska,US,108317
2180,Nome,Alaska,US,10004
2185,North Slope,Alaska,US,9832
2188,Northwest Arctic,Alaska,US,7621
2195,Petersburg,Alaska,US,3266
2198,Prince of Wales-Hyder,Alaska,US,6203
2220,Sitka,Alaska,US,8493
2230,Skagway,Alaska,US,1183
2240,Southeast Fairbanks,Alaska,US,6893
2261,Valdez-Cordova,Alaska,US,9202
2275,Wrangell,Alaska,US,2502
2282,Yakutat plus Hoonah-Angoon,Alaska,US,2727
2290,Yukon-Koyukuk,Alaska,US,5230
4001,Apache,Arizona,US,71887
4003,Cochise,Arizona,US,125922
4005,Coconino,Arizona,US,143476
4007,Gila,Arizona,US,54018
4009,Graham,Arizona,US,38837
4011,Greenlee,Arizona,US,9498
4012,La Paz,Arizona,US,21108
4013,Maricopa,Arizona,US,4485414
4015,Mohave,Arizona,US,212181
4017,Navajo,Arizona,US,110924
4019,Pima,Arizona,US,1047279
4021,Pinal,Arizona,US,462789
4023,Santa Cruz,Arizona,US,46498
4025,Yavapai,Arizona,US,235099
4027,Yuma,Arizona,US,213787
5001,Arkansas,Arkansas,US,17486
5003,Ashley,Arkansas,US,19657
5005,Baxter,Arkansas,US,41932
5007,Benton,Arkansas,US,279141
5009,Boone,Arkansas,US,37432
5011,Bradley,Arkansas,US,10763
5013,Calhoun,Arkansas,US,5189
5015,Carroll,Arkansas,US,28380
5017,Chicot,Arkansas,US,10118
5019,Clark,Arkansas,US,22320
5021,Clay,Arkansas,US,14551
5023,Cleburne,Arkansas,US,24919
5025,Cleveland,Arkansas,US,7956
5027,Columbia,Arkansas,US,23457
5029,Conway,Arkansas,US,20846
5031,Craighead,Arkansas,US,110332
5033,Crawford,Arkansas,US,63257
5035,Crittenden,Arkansas,US,47955
5037,Cross,Arkansas,US,16419
5039,Dallas,Arkansas,US,7009
5041,Desha,Arkansas,US,11361
5043,Drew,Arkansas,US,18219
5045,Faulkner,Arkansas,US,126007
5047,Franklin,Arkansas,US,17715
5049,Fulton,Arkansas,US,12477
5051,Garland,Arkansas,US,99386
5053,Grant,Arkansas,US,18265
5055,Greene,Arkansas,US,45325
5057,Hempstead,Arkansas,US,21532
5059,Hot Spring,Arkansas,US,33771
5061,Howard,Arkansas,US,13202
5063,Independence,Arkansas,US,37825
5065,Izard,Arkansas,US,13629
5067,Jackson,Arkansas,US,16719
5069,Jefferson,Arkansas,US,66824
5071,Johnson,Arkansas,US,26578
5073,Lafayette,Arkansas,US,6624
5075,Lawrence,Arkansas,US,16406
5077,Lee,Arkansas,US,8857
5079,Lincoln,Arkansas,US,13024
5081,Little River,Arkansas,US,12259
5083,Logan,Arkansas,US,21466
5085,Lonoke,Arkansas,US,73309
5087,Madison,Arkansas,US,16576
5089,Marion,Arkansas,US,16694
5091,Miller,Arkansas,US,43257
5093,Mississippi,Arkansas,US,40651
5095,Monroe,Arkansas,US,6701
5097,Montgomery,Arkansas,US,8986
5099,Nevada,Arkansas,US,8252
5101,Newton,Arkansas,US,7753
5103,Ouachita,Arkansas,US,23382
5105,Perry,Arkansas,US,10455
5107,Phillips,Arkansas,US,17782
5109,Pike,Arkansas,US,10718
5111,Poinsett,Arkansas,US,23528
5113,Polk,Arkansas,US,19964
5115,Pope,Arkansas,US,64072
5117,Prairie,Arkansas,US,8062
5119,Pulaski,Arkansas,US,391911
5121,Randolph,Arkansas,US,17958
5123,St. Francis,Arkansas,US,24994
5125,Saline,Arkansas,US,122437
5127,Scott,Arkansas,US,10281
5129,Searcy,Arkansas,US,7881
5131,Sebastian,Arkansas,US,127827
5133,Sevier,Arkansas,US,17007
5135,Sharp,Arkansas,US,17442
5137,Stone,Arkansas,US,12506
5139,Union,Arkansas,US,38682
5141,Van Buren,Arkansas,US,16545
5143,Washington,Arkansas,US,239187
5145,White,Arkansas,US,78753
5147,Woodruff,Arkansas,US,6320
5149,Yell,Arkansas,US,21341
6001,Alameda,California,US,1671329
6003,Alpine,California,US,1129
6005,Amador,California,US,39752
6007,Butte,California,US,219186
6009,Calaveras,California,US,45905
6011,Colusa,California,US,21547
6013,Contra Costa,California,US,1153526
6015,Del Norte,California,US,27812
6017,El Dorado,California,US,192843
6019,Fresno,California,US,999101
6021,Glenn,California,US,28393
6023,Humboldt,California,US,135558
6025,Imperial,California,US,181215
6027,Inyo,California,US,18039
6029,Kern,California,US,900202
6031,Kings,California,US,152940
6033,Lake,California,US,64386
6035,Lassen,California,US,30573
6037,Los Angeles,California,US,10039107
6039,Madera,California,US,157327
6041,Marin,California,US,258826
6043,Mariposa,California,US,17203
6045,Mendocino,California,US,86749
6047,Merced,California,US,277680
6049,Modoc,California,US,8841
6051,Mono,California,US,14444
6053,Monterey,California,US,434061
6055,Napa,California,US,137744
6057,Nevada,California,US,99755
6059,Orange,California,US,3175692
6061,Placer,California,US,398329
6063,Plumas,California,US,18807
6065,Riverside,California,US,2470546
6067,Sacramento,California,US,1552058
6069,San Benito,California,US,62808
6071,San Bernardino,California,US,2180085
6073,San Diego,California,US,3338330
6075,San Francisco,California,US,881549
6077,San Joaquin,California,US,762148
6079,San Luis Obispo,California,US,283111
6081,San Mateo,California,US,766573
6083,Santa Barbara,California,US,446499
6085,Santa Clara,California,US,1927852
6087,Santa Cruz,California,US,273213
6089,Shasta,California,US,180080
6091,Sierra,California,US,3005
6093,Siskiyou,California,US,43539
6095,Solano,California,US,447643
6097,Sonoma,California,US,494336
6099,Stanislaus,California,US,550660
6101,Sutter,California,US,96971
6103,Tehama,California,US,65084
6105,Trinity,California,US,12285
6107,Tulare,California,US,466195
6109,Tuolumne,California,US,54478
6111,Ventura,California,US,846006
6113,Yolo,California,US,220500
6115,Yuba,California,US,78668
8001,Adams,Colorado,US,517421
8003,Alamosa,Colorado,US,16233
8005,Arapahoe,Colorado,US,656590
8007,Archuleta,Colorado,US,14029
8009,Baca,Colorado,US,3581
8011,Bent,Colorado,US,5577
8013,Boulder,Colorado,US,326196
8014,Broomfield,Colorado,US,70465
8015,Chaffee,Colorado,US,20356
8017,Cheyenne,Colorado,US,1831
8019,Clear Creek,Colorado,US,9700
8021,Conejos,Colorado,US,8205
8023,Costilla,Colorado,US,3887
8025,Crowley,Colorado,US,6061
8027,Custer,Colorado,US,5068
8029,Delta,Colorado,US,31162
8031,Denver,Colorado,US,727211
8033,Dolores,Colorado,US,2055
8035,Douglas,Colorado,US,351154
8037,Eagle,Colorado,US,55127
8039,Elbert,Colorado,US,26729
8041,El Paso,Colorado,US,720403
8043,Fremont,Colorado,US,47839
8045,Garfield,Colorado,US,60061
8047,Gilpin,Colorado,US,6243
8049,Grand,Colorado,US,15734
8051,Gunnison,Colorado,US,17462
8053,Hinsdale,Colorado,US,820
8055,Huerfano,Colorado,US,6897
8057,Jackson,Colorado,US,1392
8059,Jefferson,Colorado,US,582881
8061,Kiowa,Colorado,US,1406
8063,Kit Carson,Colorado,US,7097
8065,Lake,Colorado,US,8127
8067,La Plata,Colorado,US,56221
8069,Larimer,Colorado,US,356899
8071,Las Animas,Colorado,US,14506
8073,Lincoln,Colorado,US,5701
8075,Logan,Colorado,US,22409
8077,Mesa,Colorado,US,154210
8079,Mineral,Colorado,US,769
8081,Moffat,Colorado,US,13283
8083,Montezuma,Colorado,US,26183
8085,Montrose,Colorado,US,42758
8087,Morgan,Colorado,US,29068
8089,Otero,Colorado,US,18278
8091,Ouray,Colorado,US,4952
8093,Park,Colorado,US,18845
8095,Phillips,Colorado,US,4265
8097,Pitkin,Colorado,US,17767
8099,Prowers,Colorado,US,12172
8101,Pueblo,Colorado,US,168424
8103,Rio Blanco,Colorado,US,6324
8105,Rio Grande,Colorado,US,11267
8107,Routt,Colorado,US,25638
8109,Saguache,Colorado,US,6824
8111,San Juan,Colorado,US,728
8113,San Miguel,Colorado,US,8179
8115,Sedgwick,Colorado,US,2248
8117,Summit,Colorado,US,31011
8119,Teller,Colorado,US,25388
8121,Washington,Colorado,US,4908
8123,Weld,Colorado,US,324492
8125,Yuma,Colorado,US,10019
9001,Fairfield,Connecticut,US,943332
9003,Hartford,Connecticut,US,891720
9005,Litchfield,Connecticut,US,180333
9007,Middlesex,Connecticut,US,162436
9009,New Haven,Connecticut,US,854757
9011,New London,Connecticut,US,265206
9013,Tolland,Connecticut,US,150721
9015,Windham,Connecticut,US,116782
10001,Kent,Delaware,US,180786
10003,New Castle,Delaware,US,558753
10005,Sussex,Delaware,US,234225
11001,District of Columbia,District of Columbia,US,705749
12001,Alachua,Florida,US,269043
12003,Baker,Florida,US,29210
12005,Bay,Florida,US,174705
12007,Bradford,Florida,US,28201
12009,Brevard,Florida,US,601942
12011,Broward,Florida,US,1952778
12013,Calhoun,Florida,US,14105
12015,Charlotte,Florida,US,188910
12017,Citrus,Florida,US,149657
12019,Clay,Florida,US,219252
12021,Collier,Florida,US,384902
12023,Columbia,Florida,US,71686
12027,DeSoto,Florida,US,38001
12029,Dixie,Florida,US,16826
12031,Duval,Florida,US,957755
12033,Escambia,Florida,US,318316
12035,Flagler,Florida,US,115081
12037,Franklin,Florida,US,12125
12039,Gadsden,Florida,US,45660
12041,Gilchrist,Florida,US,18582
12043,Glades,Florida,US,13811
12045,Gulf,Florida,US,13639
12047,Hamilton,Florida,US,14428
12049,Hardee,Florida,US,26937
12051,Hendry,Florida,US,42022
12053,Hernando,Florida,US,193920
12055,Highlands,Florida,US,106221
12057,Hillsborough,Florida,US,1471968
12059,Holmes,Florida,US,19617
12061,Indian River,Florida,US,159923
12063,Jackson,Florida,US,46414
12065,Jefferson,Florida,US,14246
12067,Lafayette,Florida,US,8422
12069,Lake,Florida,US,367118
12071,Lee,Florida,US,770577
12073,Leon,Florida,US,293582
12075,Levy,Florida,US,41503
12077,Liberty,Florida,US,8354
12079,Madison,Florida,US,18493
12081,Manatee,Florida,US,403253
12083,Marion,Florida,US,365579
12085,Martin,Florida,US,161000
12086,Miami-Dade,Florida,US,2716940
12087,Monroe,Florida,US,74228
12089,Nassau,Florida,US,88625
12091,Okaloosa,Florida,US,210738
12093,Okeechobee,Florida,US,42168
12095,Orange,Florida,US,1393452
12097,Osceola,Florida,US,375751
12099,Palm Beach,Florida,US,1496770
12101,Pasco,Florida,US,553947
12103,Pinellas,Florida,US,974996
12105,Polk,Florida,US,724777
12107,Putnam,Florida,US,74521
12109,St. Johns,Florida,US,264672
12111,St. Lucie,Florida,US,328297
12113,Santa Rosa,Florida,US,184313
12115,Sarasota,Florida,US,433742
12117,Seminole,Florida,US,471826
12119,Sumter,Florida,US,132420
12121,Suwannee,Florida,US,44417
12123,Taylor,Florida,US,21569
12125,Union,Florida,US,15237
12127,Volusia,Florida,US,553284
12129,Wakulla,Florida,US,33739
12131,Walton,Florida,US,74071
12133,Washington,Florida,US,25473
13001,Appling,Georgia,US,18386
13003,Atkinson,Georgia,US,8165
13005,Bacon,Georgia,US,11164
13007,Baker,Georgia,US,3038
13009,Baldwin,Georgia,US,44890
13011,Banks,Georgia,US,19234
13013,Barrow,Georgia,US,83240
13015,Bartow,Georgia,US,107738
13017,Ben Hill,Georgia,US,16700
13019,Berrien,Georgia,US,19397
13021,Bibb,Georgia,US,153159
13023,Bleckley,Georgia,US,12873
13025,Brantley,Georgia,US,19109
13027,Brooks,Georgia,US,15457
13029,Bryan,Georgia,US,39627
13031,Bulloch,Georgia,US,79608
13033,Burke,Georgia,US,22383
13035,Butts,Georgia,US,24936
13037,Calhoun,Georgia,US,6189
13039,Camden,Georgia,US,54666
13043,Candler,Georgia,US,10803
13045,Carroll,Georgia,US,119992
13047,Catoosa,Georgia,US,67580
13049,Charlton,Georgia,US,13392
13051,Chatham,Georgia,US,289430
13053,Chattahoochee,Georgia,US,10907
13055,Chattooga,Georgia,US,24789
13057,Cherokee,Georgia,US,258773
13059,Clarke,Georgia,US,128331
13061,Clay,Georgia,US,2834
13063,Clayton,Georgia,US,292256
13065,Clinch,Georgia,US,6618
13067,Cobb,Georgia,US,760141
13069,Coffee,Georgia,US,43273
13071,Colquitt,Georgia,US,45600
13073,Columbia,Georgia,US,156714
13075,Cook,Georgia,US,17270
13077,Coweta,Georgia,US,148509
13079,Crawford,Georgia,US,12404
13081,Crisp,Georgia,US,22372
13083,Dade,Georgia,US,16116
13085,Dawson,Georgia,US,26108
13087,Decatur,Georgia,US,26404
13089,DeKalb,Georgia,US,759297
13091,Dodge,Georgia,US,20605
13093,Dooly,Georgia,US,13390
13095,Dougherty,Georgia,US,87956
13097,Douglas,Georgia,US,146343
13099,Early,Georgia,US,10190
13101,Echols,Georgia,US,4006
13103,Effingham,Georgia,US,64296
13105,Elbert,Georgia,US,19194
13107,Emanuel,Georgia,US,22646
13109,Evans,Georgia,US,10654
13111,Fannin,Georgia,US,26188
13113,Fayette,Georgia,US,114421
13115,Floyd,Georgia,US,98498
13117,Forsyth,Georgia,US,244252
13119,Franklin,Georgia,US,23349
13121,Fulton,Georgia,US,1063937
13123,Gilmer,Georgia,US,31369
13125,Glascock,Georgia,US,2971
13127,Glynn,Georgia,US,85292
13129,Gordon,Georgia,US,57963
13131,Grady,Georgia,US,24633
13133,Greene,Georgia,US,18324
13135,Gwinnett,Georgia,US,936250
13137,Habersham,Georgia,US,45328
13139,Hall,Georgia,US,204441
13141,Hancock,Georgia,US,8457
13143,Haralson,Georgia,US,29792
13145,Harris,Georgia,US,35236
13147,Hart,Georgia,US,26205
13149,Heard,Georgia,US,11923
13151,Henry,Georgia,US,234561
13153,Houston,Georgia,US,157863
13155,Irwin,Georgia,US,9416
13157,Jackson,Georgia,US,72977
13159,Jasper,Georgia,US,14219
13161,Jeff Davis,Georgia,US,15115
13163,Jefferson,Georgia,US,15362
13165,Jenkins,Georgia,US,8676
13167,Johnson,Georgia,US,9643
13169,Jones,Georgia,US,28735
13171,Lamar,Georgia,US,19077
13173,Lanier,Georgia,US,10423
13175,Laurens,Georgia,US,47546
13177,Lee,Georgia,US,29992
13179,Liberty,Georgia,US,61435
13181,Lincoln,Georgia,US,7921
13183,Long,Georgia,US,19559
13185,Lowndes,Georgia,US,117406
13187,Lumpkin,Georgia,US,33610
13189,McDuffie,Georgia,US,21312
13191,McIntosh,Georgia,US,14378
13193,Macon,Georgia,US,12947
13195,Madison,Georgia,US,29880
13197,Marion,Georgia,US,8359
13199,Meriwether,Georgia,US,21167
13201,Miller,Georgia,US,5718
13205,Mitchell,Georgia,US,21863
13207,Monroe,Georgia,US,27578
13209,Montgomery,Georgia,US,9172
13211,Morgan,Georgia,US,19276
13213,Murray,Georgia,US,40096
13215,Muscogee,Georgia,US,195769
13217,Newton,Georgia,US,111744
13219,Oconee,Georgia,US,40280
13221,Oglethorpe,Georgia,US,15259
13223,Paulding,Georgia,US,168667
13225,Peach,Georgia,US,27546
13227,Pickens,Georgia,US,32591
13229,Pierce,Georgia,US,19465
13231,Pike,Georgia,US,18962
13233,Polk,Georgia,US,42613
13235,Pulaski,Georgia,US,11137
13237,Putnam,Georgia,US,22119
13239,Quitman,Georgia,US,2299
13241,Rabun,Georgia,US,17137
13243,Randolph,Georgia,US,6778
13245,Richmond,Georgia,US,202518
13247,Rockdale,Georgia,US,90896
13249,Schley,Georgia,US,5257
13251,Screven,Georgia,US,13966
13253,Seminole,Georgia,US,8090
13255,Spalding,Georgia,US,66703
13257,Stephens,Georgia,US,25925
13259,Stewart,Georgia,US,6621
13261,Sumter,Georgia,US,29524
13263,Talbot,Georgia,US,6195
13265,Taliaferro,Georgia,US,1537
13267,Tattnall,Georgia,US,25286
13269,Taylor,Georgia,US,8020
13271,Telfair,Georgia,US,15860
13273,Terrell,Georgia,US,8531
13275,Thomas,Georgia,US,44451
13277,Tift,Georgia,US,40644
13279,Toombs,Georgia,US,26830
13281,Towns,Georgia,US,12037
13283,Treutlen,Georgia,US,6901
13285,Troup,Georgia,US,69922
13287,Turner,Georgia,US,7985
13289,Twiggs,Georgia,US,8120
13291,Union,Georgia,US,24511
13293,Upson,Georgia,US,26320
13295,Walker,Georgia,US,69761
13297,Walton,Georgia,US,94593
13299,Ware,Georgia,US,35734
13301,Warren,Georgia,US,5254
13303,Washington,Georgia,US,20374
13305,Wayne,Georgia,US,29927
13307,Webster,Georgia,US,2607
13309,Wheeler,Georgia,US,7855
13311,White,Georgia,US,30798
13313,Whitfield,Georgia,US,104628
13315,Wilcox,Georgia,US,8635
13317,Wilkes,Georgia,US,9777
13319,Wilkinson,Georgia,US,8954
13321,Worth,Georgia,US,20247
15001,Hawaii,Hawaii,US,201513
15003,Honolulu,Hawaii,US,974563
15005,Kalawao,Hawaii,US,86
15007,Kauai,Hawaii,US,72293
15009,Maui,Hawaii,US,167417
16001,Ada,Idaho,US,481587
16003,Adams,Idaho,US,4294
16005,Bannock,Idaho,US,87808
16007,Bear Lake,Idaho,US,6125
16009,Benewah,Idaho,US,9298
16011,Bingham,Idaho,US,46811
16013,Blaine,Idaho,US,23021
16015,Boise,Idaho,US,7831
16017,Bonner,Idaho,US,45739
16019,Bonneville,Idaho,US,119062
16021,Boundary,Idaho,US,12245
16023,Butte,Idaho,US,2597
16025,Camas,Idaho,US,1106
16027,Canyon,Idaho,US,229849
16029,Caribou,Idaho,US,7155
16031,Cassia,Idaho,US,24030
16033,Clark,Idaho,US,845
16035,Clearwater,Idaho,US,8756
16037,Custer,Idaho,US,4315
16039,Elmore,Idaho,US,27511
16041,Franklin,Idaho,US,13876
16043,Fremont,Idaho,US,13099
16045,Gem,Idaho,US,18112
16047,Gooding,Idaho,US,15179
16049,Idaho,Idaho,US,16667
16051,Jefferson,Idaho,US,29871
16053,Jerome,Idaho,US,24412
16055,Kootenai,Idaho,US,165697
16057,Latah,Idaho,US,40108
16059,Lemhi,Idaho,US,8027
16061,Lewis,Idaho,US,3838
16063,Lincoln,Idaho,US,5366
16065,Madison,Idaho,US,39907
16067,Minidoka,Idaho,US,21039
16069,Nez Perce,Idaho,US,40408
16071,Oneida,Idaho,US,4531
16073,Owyhee,Idaho,US,11823
16075,Payette,Idaho,US,23951
16077,Power,Idaho,US,7681
16079,Shoshone,Idaho,US,12882
16081,Teton,Idaho,US,12142
16083,Twin Falls,Idaho,US,86878
16085,Valley,Idaho,US,11392
16087,Washington,Idaho,US,10194
17001,Adams,Illinois,US,65435
17003,Alexander,Illinois,US,5761
17005,Bond,Illinois,US,16426
17007,Boone,Illinois,US,53544
17009,Brown,Illinois,US,6578
17011,Bureau,Illinois,US,32628
17013,Calhoun,Illinois,US,4739
17015,Carroll,Illinois,US,14305
17017,Cass,Illinois,US,12147
17019,Champaign,Illinois,US,209689
17021,Christian,Illinois,US,32304
17023,Clark,Illinois,US,15441
17025,Clay,Illinois,US,13184
17027,Clinton,Illinois,US,37562
17029,Coles,Illinois,US,50621
17031,Cook,Illinois,US,5150233
17033,Crawford,Illinois,US,18667
17035,Cumberland,Illinois,US,10766
17037,DeKalb,Illinois,US,104897
17039,De Witt,Illinois,US,15638
17041,Douglas,Illinois,US,19465
17043,DuPage,Illinois,US,922921
17045,Edgar,Illinois,US,17161
17047,Edwards,Illinois,US,6395
17049,Effingham,Illinois,US,34008
17051,Fayette,Illinois,US,21336
17053,Ford,Illinois,US,12961
17055,Franklin,Illinois,US,38469
17057,Fulton,Illinois,US,34340
17059,Gallatin,Illinois,US,4828
17061,Greene,Illinois,US,12969
17063,Grundy,Illinois,US,51054
17065,Hamilton,Illinois,US,8116
17067,Hancock,Illinois,US,17708
17069,Hardin,Illinois,US,3821
17071,Henderson,Illinois,US,6646
17073,Henry,Illinois,US,48913
17075,Iroquois,Illinois,US,27114
17077,Jackson,Illinois,US,56750
17079,Jasper,Illinois,US,9610
17081,Jefferson,Illinois,US,37684
17083,Jersey,Illinois,US,21773
17085,Jo Daviess,Illinois,US,21235
17087,Johnson,Illinois,US,12417
17089,Kane,Illinois,US,532403
17091,Kankakee,Illinois,US,109862
17093,Kendall,Illinois,US,128990
17095,Knox,Illinois,US,49699
17097,Lake,Illinois,US,696535
17099,LaSalle,Illinois,US,108669
17101,Lawrence,Illinois,US,15678
17103,Lee,Illinois,US,34096
17105,Livingston,Illinois,US,35648
17107,Logan,Illinois,US,28618
17109,McDonough,Illinois,US,29682
17111,McHenry,Illinois,US,307774
17113,McLean,Illinois,US,171517
17115,Macon,Illinois,US,104009
17117,Macoupin,Illinois,US,44926
17119,Madison,Illinois,US,262966
17121,Marion,Illinois,US,37205
17123,Marshall,Illinois,US,11438
17125,Mason,Illinois,US,13359
17127,Massac,Illinois,US,13772
17129,Menard,Illinois,US,12196
17131,Mercer,Illinois,US,15437
17133,Monroe,Illinois,US,34637
17135,Montgomery,Illinois,US,28414
17137,Morgan,Illinois,US,33658
17139,Moultrie,Illinois,US,14501
17141,Ogle,Illinois,US,50643
17143,Peoria,Illinois,US,179179
17145,Perry,Illinois,US,20916
17147,Piatt,Illinois,US,16344
17149,Pike,Illinois,US,15561
17151,Pope,Illinois,US,4177
17153,Pulaski,Illinois,US,5335
17155,Putnam,Illinois,US,5739
17157,Randolph,Illinois,US,31782
17159,Richland,Illinois,US,15513
17161,Rock Island,Illinois,US,141879
17163,St. Clair,Illinois,US,259686
17165,Saline,Illinois,US,23491
17167,Sangamon,Illinois,US,194672
17169,Schuyler,Illinois,US,6768
17171,Scott,Illinois,US,4951
17173,Shelby,Illinois,US,21634
17175,Stark,Illinois,US,5342
17177,Stephenson,Illinois,US,44498
17179,Tazewell,Illinois,US,131803
17181,Union,Illinois,US,16653
17183,Vermilion,Illinois,US,75758
17185,Wabash,Illinois,US,11520
17187,Warren,Illinois,US,16844
17189,Washington,Illinois,US,13887
17191,Wayne,Illinois,US,16215
17193,White,Illinois,US,13537
17195,Whiteside,Illinois,US,55175
17197,Will,Illinois,US,690743
17199,Williamson,Illinois,US,66597
17201,Winnebago,Illinois,US,282572
17203,Woodford,Illinois,US,38459
18001,Adams,Indiana,US,35777
18003,Allen,Indiana,US,379299
18005,Bartholomew,Indiana,US,83779
18007,Benton,Indiana,US,8748
18009,Blackford,Indiana,US,11758
18011,Boone,Indiana,US,67843
18013,Brown,Indiana,US,15092
18015,Carroll,Indiana,US,20257
18017,Cass,Indiana,US,37689
18019,Clark,Indiana,US,118302
18021,Clay,Indiana,US,26225
18023,Clinton,Indiana,US,32399
18025,Crawford,Indiana,US,10577
18027,Daviess,Indiana,US,33351
18029,Dearborn,Indiana,US,49458
18031,Decatur,Indiana,US,26559
18033,DeKalb,Indiana,US,43475
18035,Delaware,Indiana,US,114135
18037,Dubois,Indiana,US,42736
18039,Elkhart,Indiana,US,206341
18041,Fayette,Indiana,US,23102
18043,Floyd,Indiana,US,78522
18045,Fountain,Indiana,US,16346
18047,Franklin,Indiana,US,22758
18049,Fulton,Indiana,US,19974
18051,Gibson,Indiana,US,33659
18053,Grant,Indiana,US,65769
18055,Greene,Indiana,US,31922
18057,Hamilton,Indiana,US,338011
18059,Hancock,Indiana,US,78168
